"year","province","ntl"
"2015","上海","14.9048480093476"
"2015","云南","0.309761746799392"
"2015","内蒙古","0.417499502996563"
"2015","北京","4.12601082129535"
"2015","吉林","0.478420841291731"
"2015","四川","0.531449663040053"
"2015","天津","5.22465216698471"
"2015","宁夏","0.855901275742161"
"2015","安徽","1.29540579758075"
"2015","山东","1.36587491393669"
"2015","山西","0.800710479756379"
"2015","广东","3.7354207961857"
"2015","广西","0.485446558731365"
"2015","新疆","0.636974044933975"
"2015","江苏","3.29974826516102"
"2015","江西","0.43513467215535"
"2015","河北","1.05335115864928"
"2015","河南","1.07259020746902"
"2015","浙江","2.25642649184109"
"2015","海南","2.05416004663119"
"2015","湖北","0.680655261537301"
"2015","湖南","0.459114363031106"
"2015","甘肃","0.426811844625655"
"2015","福建","2.18255448343607"
"2015","贵州","0.536454073797304"
"2015","辽宁","1.03503929644398"
"2015","重庆","0.538204824355262"
"2015","陕西","0.725755752622139"
"2015","青海","0.27808819532413"
"2015","黑龙江","0.325826276522399"
"2016","上海","14.6536812974684"
"2016","云南","0.247381960094577"
"2016","内蒙古","0.406915250314444"
"2016","北京","4.40677408187676"
"2016","吉林","0.417915275457329"
"2016","四川","0.646258160357424"
"2016","天津","5.2977062701525"
"2016","宁夏","0.888688621146249"
"2016","安徽","1.31758831127644"
"2016","山东","1.38391659911867"
"2016","山西","0.736088411109784"
"2016","广东","3.57299337063683"
"2016","广西","0.411848710793222"
"2016","新疆","0.604204106836365"
"2016","江苏","3.38624271043013"
"2016","江西","0.421848378260109"
"2016","河北","1.05003808904569"
"2016","河南","1.0888396136263"
"2016","浙江","2.33261914210151"
"2016","海南","2.03941014700105"
"2016","湖北","0.644526765035855"
"2016","湖南","0.453911546984726"
"2016","甘肃","0.380701391829185"
"2016","福建","2.11848342214783"
"2016","贵州","0.604574258671854"
"2016","辽宁","0.986544561126435"
"2016","重庆","0.6404323546898"
"2016","陕西","0.703192445307719"
"2016","青海","0.227812431524111"
"2016","黑龙江","0.328106683780914"
"2017","上海","16.1139845119078"
"2017","云南","0.46542562165313"
"2017","内蒙古","0.600722285788013"
"2017","北京","4.6663239378322"
"2017","吉林","0.671842000686"
"2017","四川","0.78597522754041"
"2017","天津","5.8321198993299"
"2017","宁夏","1.16012557806677"
"2017","安徽","1.67567841158123"
"2017","山东","1.74338481789585"
"2017","山西","1.01071104852633"
"2017","广东","4.01937676199875"
"2017","广西","0.600282398925502"
"2017","新疆","0.777225254049934"
"2017","江苏","3.98987832650393"
"2017","江西","0.675300958745398"
"2017","河北","1.33382750541901"
"2017","河南","1.41046432278246"
"2017","浙江","2.86540694779514"
"2017","海南","2.36087701068022"
"2017","湖北","0.919328564713606"
"2017","湖南","0.689144409211585"
"2017","甘肃","0.561715214918151"
"2017","福建","2.75418789553928"
"2017","贵州","0.753781149622069"
"2017","辽宁","1.24681431288924"
"2017","重庆","0.872513861402508"
"2017","陕西","0.948695661052889"
"2017","青海","0.433695069126958"
"2017","黑龙江","0.512894218057255"
"2018","上海","16.2335035159895"
"2018","云南","0.483476021272539"
"2018","内蒙古","0.576289734142667"
"2018","北京","4.55381980403412"
"2018","吉林","0.635363552662165"
"2018","四川","0.888980364854955"
"2018","天津","6.12910839630316"
"2018","宁夏","1.1445671132317"
"2018","安徽","1.74038157047021"
"2018","山东","1.89607066753822"
"2018","山西","1.03578457676413"
"2018","广东","4.49709391221796"
"2018","广西","0.65125658874107"
"2018","新疆","0.809306299734994"
"2018","江苏","4.19601887290207"
"2018","江西","0.717590579707044"
"2018","河北","1.34920758401394"
"2018","河南","1.49669026811521"
"2018","浙江","3.06822824892118"
"2018","海南","2.47538915570539"
"2018","湖北","0.991350259488075"
"2018","湖南","0.718404917496625"
"2018","甘肃","0.586822493592052"
"2018","福建","2.93134837106512"
"2018","贵州","0.733580153444719"
"2018","辽宁","1.29482363714558"
"2018","重庆","0.899811320041525"
"2018","陕西","1.02118714028604"
"2018","青海","0.431791427867772"
"2018","黑龙江","0.497448714487036"
"2019","上海","16.3587485239603"
"2019","云南","0.461065080571601"
"2019","内蒙古","0.627019964654053"
"2019","北京","5.42170425015869"
"2019","吉林","0.73101884862568"
"2019","四川","0.989015434954809"
"2019","天津","6.49635657119129"
"2019","宁夏","1.13399019668353"
"2019","安徽","1.79942855261357"
"2019","山东","2.06794456632743"
"2019","山西","1.16025910171545"
"2019","广东","4.7116644810495"
"2019","广西","0.647357701035744"
"2019","新疆","0.879606283049936"
"2019","江苏","4.37028410993887"
"2019","江西","0.765696098996304"
"2019","河北","1.5168206596859"
"2019","河南","1.69288988055477"
"2019","浙江","3.24452691787292"
"2019","海南","2.48201699796073"
"2019","湖北","1.07487591729363"
"2019","湖南","0.750206722321797"
"2019","甘肃","0.587249101508151"
"2019","福建","3.02351306591882"
"2019","贵州","0.832851456294288"
"2019","辽宁","1.36057861067001"
"2019","重庆","0.962609858576204"
"2019","陕西","1.05449755855419"
"2019","青海","0.446784426590005"
"2019","黑龙江","0.513650843714027"
"2020","上海","16.5230516451535"
"2020","云南","0.535349417983538"
"2020","内蒙古","0.715009076459314"
"2020","北京","5.59438996321952"
"2020","吉林","0.821619395102169"
"2020","四川","1.03757063700367"
"2020","天津","6.65324636300631"
"2020","宁夏","1.2450257970072"
"2020","安徽","1.90664410737947"
"2020","山东","2.25230816538678"
"2020","山西","1.26714513679468"
"2020","广东","5.22338484478895"
"2020","广西","0.773342335353996"
"2020","新疆","0.939324064496247"
"2020","江苏","4.66522381452212"
"2020","江西","0.865290477540257"
"2020","河北","1.68033082481616"
"2020","河南","1.82763961406375"
"2020","浙江","3.58425269349"
"2020","海南","2.49572296069218"
"2020","湖北","1.14195034467681"
"2020","湖南","0.763147628489707"
"2020","甘肃","0.636833865390052"
"2020","福建","3.15894245746901"
"2020","贵州","0.790361403732805"
"2020","辽宁","1.37266176849146"
"2020","重庆","1.02160750400745"
"2020","陕西","1.09654486845509"
"2020","青海","0.481461727376728"
"2020","黑龙江","0.58472095467953"
"2021","上海","16.5711944281309"
"2021","云南","0.328642441145435"
"2021","内蒙古","0.409913119336786"
"2021","北京","5.64451523061062"
"2021","吉林","0.533477959818966"
"2021","四川","0.80535678848132"
"2021","天津","7.02585897763918"
"2021","宁夏","0.994176380012365"
"2021","安徽","1.81140817017775"
"2021","山东","2.18347962415323"
"2021","山西","1.0788724616782"
"2021","广东","5.98483255962008"
"2021","广西","0.606911741555832"
"2021","新疆","0.550326740440359"
"2021","江苏","4.76362471738623"
"2021","江西","0.740661476687305"
"2021","河北","1.53685347823057"
"2021","河南","1.73486733691732"
"2021","浙江","3.85665121987347"
"2021","海南","2.97575292792671"
"2021","湖北","1.053592363549"
"2021","湖南","0.562254543299791"
"2021","甘肃","0.374770663464686"
"2021","福建","3.46412953787875"
"2021","贵州","0.599774673074633"
"2021","辽宁","1.11565369628141"
"2021","重庆","0.809382411614648"
"2021","陕西","0.946566894435349"
"2021","青海","0.232042638888682"
"2021","黑龙江","0.220471943650483"
"2022","上海","16.7816334332017"
"2022","云南","0.315250660743914"
"2022","内蒙古","0.442053895955082"
"2022","北京","5.88795787225687"
"2022","吉林","0.489635951124453"
"2022","四川","0.865901876310676"
"2022","天津","7.22715919245342"
"2022","宁夏","1.07742565851729"
"2022","安徽","1.91664999591852"
"2022","山东","2.31130124661234"
"2022","山西","1.1309719645002"
"2022","广东","6.03797684572616"
"2022","广西","0.607862073674765"
"2022","新疆","0.650364243192448"
"2022","江苏","4.87479480140605"
"2022","江西","0.783746568409159"
"2022","河北","1.61708642118377"
"2022","河南","1.81131762180161"
"2022","浙江","4.04277918651642"
"2022","海南","2.91405412718248"
"2022","湖北","1.18342075361251"
"2022","湖南","0.596539992550186"
"2022","甘肃","0.389065694624914"
"2022","福建","3.41384227808626"
"2022","贵州","0.527680756616898"
"2022","辽宁","1.05018108623948"
"2022","重庆","0.877658308731907"
"2022","陕西","1.00907542764784"
"2022","青海","0.22862261044384"
"2022","黑龙江","0.203151962942142"
